1 ,佛諾 ,♣18,火,★,,平衡型,妖精族,無,初期,1,960,1020,53.00,最大,5,1380,1566,84.13,加蛋上限,-,+270,+300,+17.00,限界値,5,1650,1866,101.13,三圍總合,3617.13,,,,大降臨慶典(?,
68 ,拳鬥王邦提吉 ,♣72,火,★★★★,,速度型,獸族,無,初期,1,3970,3410,212.70,最大,40,7445,6980,275.70,加蛋上限,-,+1400,+960,+58.48,限界値,40,8845,7940,334.18,三圍總合,17119.18,,,,
69 ,希蕾涅塔 ,♣36,水,★★,,速度型,幻獸族,無,初期,1,1180,800,119.00,最大,15,2387,1776,181.60,加蛋上限,-,+480,+330,+34.00,限界値,15,2867,2106,215.60,三圍總合,5188.60,,,,
70 ,魚公主希蕾涅塔 ,♣54,水,★★★,,平衡型,幻獸族,無,初期,1,2190,1490,167.00,最大,20,3796,2792,247.13,加蛋上限,-,+780,+520,+46.58,限界値,20,4576,3312,293.71,三圍總合,8181.71,,,,
71 ,大海公主希蕾涅塔 ,♣72,水,★★★★,,速度型,幻獸族,無,初期,1,3660,2480,238.33,最大,40,6873,5063,308.67,加蛋上限,-,+1400,+960,+58.48,限界値,40,8273,6023,367.15,三圍總合,14663.15,,,,
72 ,獵豹人 ,♣36,木,★★,,速度型,魔族,無,初期,1,1200,900,115.00,最大,15,2428,1992,175.53,加蛋上限,-,+480,+330,+34.00,限界値,15,2908,2322,209.53,三圍總合,5439.53,,,,
73 ,獵豹獸人 ,♣54,木,★★★,,平衡型,魔族,無,初期,1,2230,1660,161.00,最大,20,3857,3119,238.70,加蛋上限,-,+780,+520,+46.58,限界値,20,4637,3639,285.28,三圍總合,8561.28,,,,
74 ,有翼獵豹人 ,♣72,木,★★★★,,速度型,魔族,無,初期,1,3720,2780,230.33,最大,40,6985,5678,298.23,加蛋上限,-,+1400,+960,+58.48,限界値,40,8385,6638,356.71,三圍總合,15379.71,,,,
75 ,鳴澤未來 ,♣36,光,★★,,炮擊型,亞人族,無,初期,1,1190,890,67.33,最大,15,2397,1961,102.67,加蛋上限,-,+480,+440,+19.38,限界値,15,2877,2401,122.05,三圍總合,5400.05,,,,
76 ,魔法少女普琳普琳 ,♣54,光,★★★,,炮擊型,亞人族,無,初期,1,2200,1640,94.33,最大,20,3817,3068,139.83,加蛋上限,-,+780,+700,+26.52,限界値,20,4597,3768,166.35,三圍總合,8531.35,,,,
77 ,魔法守護戰士普琳普琳 ,♣72,光,★★★★,,炮擊型,亞人族,無,初期,1,3680,2730,134.70,最大,40,6893,5583,174.60,加蛋上限,-,+1400,+1280,+33.32,限界値,40,8293,6863,207.92,三圍總合,15363.92,,,,
78 ,陰鬼 ,♣36,闇,★★,,平衡型,亞人族,無,初期,1,1190,860,117.00,最大,15,2408,1910,178.23,加蛋上限,-,+480,+230,+34.00,限界値,15,2888,2140,212.23,三圍總合,5240.23,,,,
79 ,上忍陰鬼 ,♣54,闇,★★★,,速度型,亞人族,無,初期,1,2210,1590,163.67,最大,20,3827,2976,242.40,加蛋上限,-,+780,+360,+46.58,限界値,20,4607,3336,288.98,三圍總合,8231.98,,,,
80 ,覺醒陰鬼 ,♣72,闇,★★★★,,速度型,亞人族,無,初期,1,3690,2640,233.67,最大,40,6924,5422,302.60,加蛋上限,-,+1400,+670,+58.48,限界値,40,8324,6092,361.08,三圍總合,14777.08,,,,
81 ,羅丹之牆 ,♣54,火,★★★,,炮擊型,亞人族,無,初期,1,2290,2340,67.33,最大,20,3959,4387,99.87,加蛋上限,-,+780,+860,+19.72,限界値,20,4739,5247,119.59,三圍總合,10105.59,,,,
82 ,地獄守門人羅丹 ,♣72,火,★★★★,,力量型,機械族,無,初期,1,3820,3900,96.33,最大,40,7159,7995,124.67,加蛋上限,-,+1400,+1560,+24.82,限界値,40,8559,9555,149.49,三圍總合,18263.49,,,,
83 ,冰俠 ,♣54,水,★★★,,平衡型,亞人族,無,初期,1,2280,1850,90.67,最大,20,3949,3477,134.40,加蛋上限,-,+780,+700,+26.52,限界値,20,4729,4177,160.92,三圍總合,9066.92,,,,
84 ,射手冰俠 ,♣72,水,★★★★,,平衡型,亞人族,無,初期,1,3810,3090,129.67,最大,40,7138,6334,167.80,加蛋上限,-,+1400,+1280,+33.32,限界値,40,8538,7614,201.12,三圍總合,16353.12,,,,
85 ,雷武 ,♣54,木,★★★,,速度型,亞人族,無,初期,1,2300,1840,155.33,最大,20,3990,3457,230.23,加蛋上限,-,+780,+360,+46.58,限界値,20,4770,3817,276.81,三圍總合,8863.81,,,,
86 ,超發電雷武 ,♣72,木,★★★★,,速度型,機械族,無,初期,1,3850,3080,222.30,最大,40,7210,6293,287.80,加蛋上限,-,+1400,+670,+58.48,限界値,40,8610,6963,346.28,三圍總合,15919.28,,,,
87 ,克拉修 ,♣54,光,★★★,,力量型,亞人族,無,初期,1,2380,3820,63.67,最大,20,4112,7159,94.50,加蛋上限,-,+780,+1230,+19.72,限界値,20,4892,8389,114.22,三圍總合,13395.22,,,,
88 ,破壞王克拉修 ,♣72,光,★★★★,,力量型,亞人族,無,初期,1,3970,6360,91.30,最大,40,7445,13048,118.27,加蛋上限,-,+1400,+2240,+24.82,限界値,40,8845,15288,143.09,三圍總合,24276.09,,,,
89 ,死神 ,♣54,闇,★★★,,炮擊型,魔族,無,初期,1,2310,1430,87.67,最大,20,4000,2690,129.67,加蛋上限,-,+780,+490,+26.52,限界値,20,4780,3180,156.19,三圍總合,8116.19,,,,
90 ,迅疾死神 ,♣72,闇,★★★★,,炮擊型,魔人,無,初期,1,3860,2390,125.00,最大,40,7241,4889,161.73,加蛋上限,-,+1400,+890,+33.32,限界値,40,8641,5779,195.05,三圍總合,14615.05,,,,
91 ,馬克比 ,♣54,火,★★★,,速度型,機械族,無,初期,1,2360,1400,150.67,最大,20,4092,2618,223.10,加蛋上限,-,+780,+360,+46.58,限界値,20,4872,2978,269.68,三圍總合,8119.68,,,,
92 ,馬克比II ,♣72,火,★★★★,,速度型,機械族,無,初期,1,3950,2330,215.00,最大,40,7404,4766,278.70,加蛋上限,-,+1400,+670,+58.48,限界値,40,8804,5436,337.18,三圍總合,14577.18,,,,
93 ,亞克亞斯 ,♣54,水,★★★,,力量型,機械族,無,初期,1,2390,2740,63.00,最大,20,4133,5144,93.43,加蛋上限,-,+780,+1230,+19.72,限界値,20,4913,6374,113.15,三圍總合,11400.15,,,,
94 ,亞克亞斯改 ,♣72,水,★★★★,,力量型,機械族,無,初期,1,3990,4560,90.33,最大,40,7476,9369,116.93,加蛋上限,-,+1400,+2240,+24.82,限界値,40,8876,11609,141.75,三圍總合,20626.75,,,,
95 ,試作支援型戰鬥姬綾女 ,♣54,木,★★★,,平衡型,機械族,無,初期,1,2190,1580,95.30,最大,20,3796,2966,141.20,加蛋上限,-,+780,+700,+26.52,限界値,20,4576,3666,167.72,三圍總合,8409.72,,,,
96 ,零式支援型戰鬥姬綾女 ,♣72,木,★★★★,,炮擊型,機械族,無,初期,1,3660,2640,136.33,最大,40,6873,5401,176.57,加蛋上限,-,+1400,+1280,+33.32,限界値,40,8273,6681,209.89,三圍總合,15163.89,,,,
97 ,銀河 ,♣54,光,★★★,,速度型,機械族,無,初期,1,2320,1980,151.67,最大,20,4021,3691,224.47,加蛋上限,-,+780,+520,+46.58,限界値,20,4801,4211,271.05,三圍總合,9283.05,,,,
98 ,銀河X ,♣72,光,★★★★,,速度型,機械族,無,初期,1,3880,3290,216.33,最大,40,7271,6723,280.37,加蛋上限,-,+1400,+960,+58.48,限界値,40,8671,7683,338.85,三圍總合,16692.85,,,,
99 ,新銀河 ,♣54,闇,★★★,,力量型,機械族,無,初期,1,2400,4060,62.33,最大,20,4143,7609,92.07,加蛋上限,-,+780,+1230,+19.72,限界値,20,4923,8839,111.79,三圍總合,13873.79,,,,
100 ,完全體銀河 ,♣72,闇,★★★★,,力量型,機械族,無,初期,1,4000,6760,88.67,最大,40,7507,13858,114.90,加蛋上限,-,+1400,+2240,+24.82,限界値,40,8907,16098,139.72,三圍總合,25144.72,,,,
101 ,洛薩 ,♣54,火,★★★,,速度型,魔人,無,初期,1,2230,1640,162.00,最大,20,3857,3068,240.00,加蛋上限,-,+780,+520,+46.58,限界値,20,4637,3588,286.58,三圍總合,8511.58,,,,
102 ,侵炎之洛薩 ,♣72,火,★★★★,,速度型,魔人,無,初期,1,3720,2730,231.33,最大,40,6964,5586,299.57,加蛋上限,-,+1400,+960,+58.48,限界値,40,8364,6546,358.05,三圍總合,15268.05,,,,
103 ,柯達 ,♣54,水,★★★,,速度型,機械族,無,初期,1,2280,1740,159.00,最大,20,3949,3262,235.83,加蛋上限,-,+780,+520,+46.58,限界値,20,4729,3782,282.41,三圍總合,8793.41,,,,
104 ,子彈列車柯達 ,♣72,水,★★★★,,速度型,機械族,無,初期,1,3810,2900,227.00,最大,40,7138,5945,293.83,加蛋上限,-,+1400,+960,+58.48,限界値,40,8538,6905,352.31,三圍總合,15795.31,,,,
105 ,托姆卡 ,♣54,木,★★★,,速度型,機械族,無,初期,1,2230,1660,161.00,最大,20,3857,3119,38.70,加蛋上限,-,+780,+520,+46.58,限界値,20,4637,3639,85.28,三圍總合,8361.28,,,,
106 ,音速之托姆卡 ,♣72,木,★★★★,,速度型,機械族,無,初期,1,3720,2780,230.33,最大,40,6985,5678,298.23,加蛋上限,-,+1400,+960,+58.48,限界値,40,8385,6638,356.71,三圍總合,15379.71,,,,
107 ,托里諾 ,♣54,光,★★★,,速度型,妖精族,無,初期,1,2200,1500,166.00,最大,20,3806,2823,245.80,加蛋上限,-,+780,+360,+46.58,限界値,20,4586,3183,292.38,三圍總合,8061.38,,,,
108 ,超加速拖里諾 ,♣72,光,★★★★,,速度型,妖精族,無,初期,1,3670,2510,237.33,最大,40,6883,5166,307.33,加蛋上限,-,+1400,+670,+58.48,限界値,40,8283,5836,365.81,三圍總合,14484.81,,,,
109 ,迪亞布羅 ,♣54,闇,★★★,,速度型,魔族,無,初期,1,2280,1710,159.67,最大,20,3939,3211,236.30,加蛋上限,-,+780,+360,+46.58,限界値,20,4719,3571,282.88,三圍總合,8572.88,,,,
110 ,快速王迪亞布羅 ,♣72,闇,★★★★,,速度型,魔族,無,初期,1,3800,2850,228.00,最大,40,7128,5853,295.20,加蛋上限,-,+1400,+670,+58.48,限界値,40,8528,6523,353.68,三圍總合,15404.68,,,,
111 ,赤魔導師馬利克 ,♣72,火,★★★★,,力量型,魔人,破盾,初期,1,3920,4544,96.00,最大,40,7238,9180,124.33,加蛋上限,-,+1400,+2240,+24.82,限界値,40,8638,11420,149.15,三圍總合,20207.15,,,,
112 ,魔法師馬利克 ,♣90,火,★★★★★,,力量型,魔人,破盾,初期,1,6850,8920,118.40,最大,70,12709,18391,145.27,加蛋上限,-,+2460,+2740,+29.24,限界値,70,15169,21131,174.51,三圍總合,36474.51,,,,
113 ,青魔導師薩里 ,♣72,水,★★★★,,平衡型,魔人,破盾,初期,1,3780,3200,159.33,最大,40,7035,6560,206.23,加蛋上限,-,+1400,+1600,+41.82,限界値,40,8435,8160,248.05,三圍總合,16843.05,,,,
114 ,巫師薩里 ,♣90,水,★★★★★,,平衡型,魔人,破盾,初期,1,6680,6400,203.00,最大,70,12245,13183,237.63,加蛋上限,-,+2460,+2800,+48.96,限界値,70,14705,15983,286.59,三圍總合,30974.59,,,,
115 ,綠魔導阿諾爾德 ,♣72,木,★★★★,,速度型,魔人,破盾,初期,1,3840,2360,224.00,最大,40,7200,4859,290.13,加蛋上限,-,+1400,+960,+58.48,限界値,40,8600,5819,348.61,三圍總合,14767.61,,,,
116 ,巫師阿諾爾德 ,♣90,木,★★★★★,,速度型,魔人,破盾,初期,1,6720,4925,276.27,最大,70,12600,9991,338.97,加蛋上限,-,+2460,+1680,+68.34,限界値,70,15060,11671,407.31,三圍總合,27138.31,,,,
117 ,白魔導克莉絲緹爾 ,♣72,光,★★★★,,炮擊型,魔人,無視重力,初期,1,4010,2810,115.33,最大,40,7191,6600,149.27,加蛋上限,-,+1400,+1280,+33.32,限界値,40,8591,7880,182.59,三圍總合,16653.59,,,,
118 ,煉金術師克莉絲緹爾 ,♣90,光,★★★★★,,炮擊型,魔人,無視重力,初期,1,6830,5530,161.33,最大,70,12594,11473,193.53,加蛋上限,-,+2460,+1560,+39.10,限界値,70,15054,13033,232.63,三圍總合,28319.63,,,,
119 ,黑魔導雷眉 ,♣72,闇,★★★★,,平衡型,魔人,無視重力,初期,1,3860,2160,142.67,最大,40,7199,4428,186.77,加蛋上限,-,+1400,+1600,+41.82,限界値,40,8599,6028,228.59,三圍總合,14855.59,,,,
